,level_0,index,name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
156,243,7015,WASP-12 Ab,Confirmed,1.47,0.069,0.069,1.46,0.068,0.068,1.9,0.055,0.055,1.09141937,0.0,0.0,0.02344,0.00056,0.00056,0.0,,,83.37,0.64,0.64,5.4e-05,2008.0,2024-07-29,,,,,,,,,,2457103.28365,3.2e-05,3.2e-05,,,,,,,0.339,0.0017,0.0017,,,,226.4,4.1,4.1,2593.0,57.0,57.0,,,0.086,0.017,0.017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"C, Ca, CH4, CO, CO2, Fe, H, H2, H2O, HCN, He, Mg, Na, Ni, O I, SiO, Ti, TiO, VO",WASP-12 A,97.6375,29.6722222,11.69,11.03,10.48,10.23,10.19,432.5,6.1,6.1,0.3,0.1,0.1,1.434,0.09,0.09,1.657,0.044,0.044,G0IV,1.7,0.8,0.8,6360.0,140.0,140.0,,,
157,244,7016,WASP-130 Ab,Confirmed,1.23,0.04,0.04,,,,0.89,0.03,0.03,11.55098,1e-05,1e-05,0.1012,0.0014,0.0014,0.0,,,88.66,0.12,0.12,,2016.0,2024-07-28,,,,,,,,,,2456921.14307,2.5e-05,2.5e-05,,,,,,,0.53,0.03,0.03,,,,108.0,2.0,2.0,833.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-130 A,203.104166675,-42.475277794,11.1,,,,,180.0,30.0,30.0,0.26,0.1,0.1,1.04,0.04,0.04,0.96,0.03,0.03,G4V,2.0,,,5625.0,90.0,90.0,,,
158,245,7017,WASP-131 Ab,Confirmed,0.27,0.02,0.02,,,,1.19,0.04,0.04,5.3220096,1.5e-06,1.5e-06,0.0602,0.0024,0.0024,0.0,,,85.1,0.2,0.2,,2016.0,2024-08-15,,,,,,,,,,2458601.58015,0.0003,0.0003,,,,161.0,5.0,5.0,0.72,0.015,0.015,,,,30.5,1.7,1.7,1466.0,28.0,28.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-131 A,210.191666682,-30.583611123,10.1,,,,,250.0,50.0,50.0,0.18,0.08,0.08,1.06,0.06,0.06,1.53,0.05,0.05,G0IV,7.25,2.75,2.75,6030.0,90.0,90.0,,,
159,246,7035,WASP-145 Ab,Confirmed,0.89,0.04,0.04,,,,0.9,0.04,0.04,1.7690381,8e-07,8e-07,0.0261,0.0005,0.0005,0.0,0.0,0.0,83.3,1.3,1.3,,2018.0,2024-08-04,,,,,,,,,,2456844.16526,0.00026,0.00026,,,,,,,0.97,0.09,0.09,,,,178.0,6.0,6.0,1200.0,60.0,60.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,TOI-2206.01,,WASP-145 A,322.254166667,-58.83611113,11.5,,,,,,,,-0.04,0.1,0.1,0.76,0.04,0.04,0.68,0.07,0.07,K2V,0.5,0.0,0.0,4900.0,150.0,150.0,,,TOI-2206
160,247,7078,WASP-189 Ab,Confirmed,1.99,0.14,0.14,,,,1.619,0.021,0.021,2.724033,4.2e-06,4.2e-06,0.05053,0.00098,0.00098,0.0,,,84.03,0.14,0.14,,2018.0,2024-07-31,,,,,,,,,,2458626.041696,6.5e-05,6.5e-05,,,,89.3,1.4,1.4,0.4537,0.0072,0.0072,,,,182.0,13.0,13.0,3353.0,34.0,34.0,3435.0,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"Cr, Fe, Fe+, Mg, Mn, Ti, Ti+, TiO, V",WASP-189 A,225.686916682,-3.0313611232,6.6,,,,,99.0,1.0,1.0,0.0,,,1.887,0.057,0.057,2.33,0.12,0.12,A6IV-V,0.855,0.08,0.08,7996.0,99.0,99.0,,,"HR 5599, HD 133112"
161,248,7086,WASP-20 Ab,Confirmed,0.313,0.018,0.018,,,,1.459,0.057,0.057,4.8996285,3.4e-06,3.4e-06,0.06003,0.00067,0.00067,0.0,,,85.57,0.022,0.022,,2011.0,2024-07-28,,,,,,,,,,2455715.65562,0.00028,0.00028,,,,8.1,3.6,3.6,,,,,,,,,,1379.0,,,,,,,,,Announced on a professional conference,Primary Transit,,,WASP-20 b,H2O,WASP-20 A,5.16056709618,-23.9357130761,10.68,,,,,210.0,20.0,20.0,-0.009,0.061,0.061,1.202,0.04,0.04,1.392,0.044,0.044,,7.0,2.0,2.0,5950.0,100.0,100.0,,,"CD-24 102, TYC 6413-439-1, 2MASS J00203853-2356086, WASP-20"
162,249,7094,WASP-29 Ab,Confirmed,0.243,0.02,0.02,,,,0.775,0.031,0.031,3.92271218,2.5e-07,2.5e-07,0.047,0.0025,0.0025,0.03,0.03,0.03,89.468,0.018,0.018,0.000571,2010.0,2024-08-05,,,,,,,,,,2458356.41487,3.2e-05,3.2e-05,,,,,,,0.116,0.0039,0.0039,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-192.01,,WASP-29 A,357.8791667,-39.9066667,11.3,,,,,80.0,,,0.11,0.14,0.14,0.825,0.033,0.033,0.846,0.048,0.048,K4V,15.0,8.0,8.0,4800.0,150.0,150.0,,,TOI-192
163,250,7095,WASP-2 Ab,Confirmed,0.847,0.045,0.045,,,,1.079,0.033,0.033,2.15222144,4e-07,4e-07,0.03138,0.011,0.011,0.0,,,84.73,0.19,0.19,0.000218,2006.0,2024-07-28,,,,,,,,,,2453991.5153,0.00017,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,WASP-2 b,,WASP-2 A,307.725,6.4294444,11.98,,,,,144.0,,,-0.08,0.08,0.08,0.84,0.11,0.11,0.834,0.08,0.08,K1V,,,,5150.0,80.0,80.0,,,WASP-2
164,251,7131,WASP-59 Ab,Confirmed,0.863,0.045,0.045,,,,0.775,0.068,0.068,7.919585,1e-05,1e-05,0.0697,0.011,0.011,0.1,0.042,0.042,89.27,0.32,0.32,,2011.0,2024-09-06,74.0,15.0,15.0,,,,,,,2455830.95559,0.00053,0.00053,,,,16.0,16.0,16.0,0.29,0.18,0.18,,,,0.1096,0.044,0.044,670.0,35.0,35.0,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,TOI-5969.01,,WASP-59 A,349.625,24.8892,13.0,,,,,125.0,25.0,25.0,-0.15,0.11,0.11,0.719,0.035,0.035,0.613,0.044,0.044,K5V,0.5,0.7,0.7,4650.0,150.0,150.0,,,TOI-5969
165,252,7144,WASP-70 Ab,Confirmed,0.59,0.022,0.022,0.59,0.022,0.022,1.164,0.073,0.073,3.7130203,4.7e-06,4.7e-06,0.04853,0.00062,0.00062,0.0,,,87.12,1.24,1.24,,2011.0,2024-08-04,,,,,,,,,,2455736.50348,0.00027,0.00027,,,,,,,0.431,,,,,,,,,1387.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,HD 358155 b,,WASP-70 A,315.475000018,-13.433333355,10.79,,,,,245.0,20.0,20.0,-0.006,0.063,0.063,1.106,0.042,0.042,1.215,0.064,0.064,G2IV-V,9.5,0.5,0.5,5763.0,79.0,79.0,,,HD 358155
166,253,7146,WASP-72 Ab,Confirmed,1.446,0.053,0.053,,,,1.27,0.2,0.2,2.2167421,8.1e-06,8.1e-06,0.03711,0.00051,0.00051,0.017,,,81.6,2.6,2.6,,2013.0,2024-07-31,,,,,,,,,,,,,,,,,,,0.66,0.12,0.12,,,,178.8,4.6,4.6,2210.0,130.0,130.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"TOI-264 b, TOI-264 Ab, TOI-264.01",,WASP-72 A,41.0417,-30.1692055556,9.6,10.43,9.96,9.72,9.61,434.754,8.379,8.379,-0.361,0.0668,0.0668,1.03,0.131,0.131,2.66,0.128,0.128,G2IV,5.0,1.2,1.2,5773.47,111.088,111.088,,,"TOI-264, CD-30 1019"
167,254,7151,WASP-77 Ab,Confirmed,1.759,0.005,0.005,,,,1.21,0.02,0.02,1.3600288,1e-07,1e-07,0.02345,0.0004,0.0004,0.0135,0.0006,0.0006,87.18,0.3,0.3,,2012.0,2024-08-02,-88.3,0.24,0.24,,,,,,,2458412.344742,4e-05,4e-05,,,,-8.0,19.0,19.0,0.26,0.03,0.03,,,,327.2,0.9,0.9,1693.0,25.0,25.0,,,,,,3.441,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-398 b, TOI-398 Ab, TOI-398.01","13CO, CO, H2O",WASP-77 A,37.1542,-7.0606,11.29,,,,,,,,0.0,0.11,0.11,1.002,0.045,0.045,0.955,0.015,0.015,G8V,1.0,0.5,0.5,5500.0,80.0,80.0,,,"BD-07 436, TOI-398, 2MASS J02283722-0703384"
168,255,7162,WASP-85 Ab,Confirmed,1.265,0.065,0.065,1.265,0.065,0.065,1.24,0.03,0.03,2.6556777,4.4e-07,4.4e-07,0.039,0.001,0.001,0.0,,,89.69,0.03,0.03,,2016.0,2024-07-31,,,,,,,2456847.47286,1.4e-05,1.4e-05,2456847.47286,1.4e-05,1.4e-05,,,,,,,0.047,0.018,0.018,,,,,,,1452.0,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,"WASP-85 b, TOI-5144.01, EPIC 201862715 b, K2-94 b, EPIC 201862715.01","H, Li",WASP-85 A,175.908333346,6.563611133,11.2,,,,,,,,,,,1.09,0.08,0.08,0.935,0.023,0.023,G8V,,,,6112.0,27.0,27.0,,,"K2-94, K2-94 A, TOI-5144, TOI-5144 A"
169,256,7166,WASP-8 Ab,Confirmed,2.244,0.093,0.093,,,,1.038,0.047,0.047,8.158715,1.5e-05,1.5e-05,0.0801,0.0016,0.0016,0.31,0.0024,0.0024,88.55,0.17,0.17,0.000921,2008.0,2024-08-04,274.27,0.18,0.18,,,,,,,2454679.33394,0.00043,0.00043,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,TOI-191.01,,WASP-8 A,359.9,-35.0313889,9.9,,,,,87.0,7.0,7.0,0.17,0.07,0.07,1.033,0.05,0.05,0.953,0.058,0.058,G6V,4.0,1.0,1.0,5600.0,80.0,80.0,,,TOI-191
170,258,7172,WASP-94 Ab,Confirmed,0.452,0.032,0.032,,,,1.665,0.05,0.05,3.95020219,5e-07,5e-07,0.055,0.001,0.001,0.0,0.0,0.0,88.14,0.04,0.04,,2014.0,2024-07-31,,,,,,,,0.00026,0.00026,2458328.29891,0.00014,0.00014,,,,151.0,23.0,23.0,0.22,0.05,0.05,,,,45.4,2.7,2.7,1625.0,22.0,22.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-107 b, TOI-107.01",,WASP-94 A,313.783083336,-34.1355277822,10.1,,,,,,,,0.26,0.15,0.15,1.29,0.1,0.1,1.36,0.13,0.13,F8,,,,6170.0,80.0,80.0,,,
171,259,7173,WASP-94 B b,Confirmed,0.618,0.029,0.029,0.618,0.029,0.029,,,,2.00839,0.00024,0.00024,0.0335,0.0005,0.0005,,,,,,,,2014.0,2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,86.0,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,WASP-94 B,313.78816667,-34.1355277822,10.5,,,,,,,,0.23,0.14,0.14,1.24,0.09,0.09,1.35,0.12,0.12,F9,,,,6040.0,90.0,90.0,,,
172,260,7298,XO-2N b,Confirmed,0.62,0.02,0.02,,,,0.973,0.03,0.03,2.615838,8e-06,8e-06,0.0369,0.002,0.002,0.045,0.024,0.024,88.7,1.3,1.3,0.000248,2007.0,2024-07-17,,,,,,,,,,2454147.74902,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,"TOI-1720 b, TOI-1720.01","K, Na",XO-2N,117.0291667,50.2258333,11.14,10.24,9.74,9.34,9.3,149.0,4.0,4.0,0.37,0.07,0.07,0.96,0.05,0.05,0.998,0.033,0.033,G9/K0V,2.0,,,5290.0,18.0,18.0,,,"BD+50 1471, TOI-1720, BVD 68 B, TIC 356473034"
173,261,7299,XO-2S b,Confirmed,0.26,0.01,0.01,0.26,0.01,0.01,,,,18.22,0.001,0.001,0.1347,0.0025,0.0025,0.15,0.02,0.02,,,,,2014.0,2024-07-17,-59.1,7.0,7.0,,,,,,,,,,,,,,,,,,,58834.8,0.4,0.4,20.4,0.43,0.43,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J07480748+5013032 b, GSC 3413-210 b, TYC 3413-210-1 b, WISE J074807.44+501301.5 b",,XO-2S,117.031172594234,50.217571619319,11.2,10.2,9.74,9.37,9.27,149.0,4.0,4.0,0.32,0.08,0.08,0.98,0.05,0.05,1.02,0.09,0.09,G8V,7.1,2.5,2.5,5325.0,37.0,37.0,,,TIC 356473029
